design_name,design_id,num_ips,lut_util_pct,ff_util_pct,slice_util_pct,bram_util_pct,dsp_util_pct,io_util_pct,synth_lut_util_pct,synth_ff_util_pct,synth_bram_util_pct,synth_dsp_util_pct,wns_ns,tns_ns,failing_endpoints,total_endpoints,logic_levels,max_logic_levels,data_path_delay_ns,clk_period_ns,congestion_north_pct,congestion_south_pct,congestion_east_pct,congestion_west_pct,congestion_max_pct,has_congestion_hotspot,synth_elapsed_s,opt_elapsed_s,place_elapsed_s,route_elapsed_s,impl_elapsed_s,total_elapsed_s
design_5539,5539,23,25.8,16.72,39.85,0.0,12.84,41.2,,,,,-2.973,-1405.783,1466,104370,14,16,10.738,8.333,67.5676,59.4595,70.5882,79.4118,79.4118,False,31.0,58.0,156.0,146.0,360.0,391.0
design_5540,5540,8,3.85,0.68,4.83,0.0,0.0,51.2,,,,,-3.8,-195.941,107,3889,61,61,12.202,8.333,43.2432,54.0541,48.5294,42.6471,54.0541,False,27.0,12.0,22.0,51.0,85.0,112.0
design_5541,5541,17,13.31,7.69,20.01,3.29,2.16,33.6,,,,,-0.643,-30.032,127,49014,0,12,1.679,8.333,51.3514,57.6577,61.7647,60.2941,61.7647,False,32.0,34.0,81.0,82.0,197.0,229.0
design_5542,5542,9,9.86,5.6,15.28,1.64,5.68,70.4,,,,,0.434,0.0,0,49347,6,13,7.305,8.333,,,,,,,25.0,20.0,58.0,69.0,147.0,172.0
design_5543,5543,14,28.05,14.72,41.87,0.0,11.49,38.4,,,,,-125.838,-22625.24,3459,128570,432,15,133.614,8.333,80.1802,64.8649,63.2353,70.5882,80.1802,False,28.0,39.0,176.0,138.0,353.0,381.0
design_5544,5544,6,1.09,0.67,1.81,1.1,0.0,45.6,,,,,0.818,0.0,0,4135,7,12,7.44,8.333,,,,,,,27.0,11.0,10.0,48.0,69.0,96.0
design_5545,5545,3,0.78,0.45,1.27,0.27,0.95,95.0,,,,,2.207,0.0,0,2873,4,9,5.358,8.333,,,,,,,27.0,19.0,10.0,44.0,73.0,100.0
design_5546,5546,24,15.92,10.79,25.91,58.36,4.59,52.4,,,,,-0.686,-2.031,11,81939,6,31,8.375,8.333,65.7658,56.7568,63.2353,69.1176,69.1176,False,30.0,51.0,111.0,118.0,280.0,310.0
design_5547,5547,6,6.31,5.21,9.99,0.0,6.22,90.8,,,,,1.145,0.0,0,34004,0,8,6.564,8.333,,,,,,,30.0,18.0,36.0,64.0,118.0,148.0
design_5548,5548,5,5.5,4.4,10.95,0.0,1.22,33.0,,,,,0.354,0.0,0,39882,6,10,7.027,8.333,,,,,,,28.0,12.0,40.0,68.0,120.0,148.0
design_5549,5549,21,30.51,18.7,45.87,8.77,5.68,35.0,,,,,-3.515,-14027.025,11507,129466,14,24,11.386,8.333,86.4865,81.982,85.2941,85.2941,86.4865,True,32.0,56.0,191.0,246.0,493.0,525.0
design_5550,5550,2,1.14,0.79,1.86,0.0,0.0,2.6,,,,,0.717,0.0,0,6085,5,9,7.064,8.333,,,,,,,25.0,12.0,10.0,52.0,74.0,99.0
design_5551,5551,20,30.58,15.33,44.52,0.0,0.27,61.2,,,,,-5.781,-27400.027,21835,111466,20,21,13.37,8.333,86.4865,94.5946,86.7647,92.6471,94.5946,True,34.0,39.0,184.0,160.0,383.0,417.0
design_5552,5552,12,13.66,9.14,21.7,5.75,12.97,33.6,,,,,0.38,0.0,0,62110,8,16,7.912,8.333,,,,,,,27.0,30.0,78.0,77.0,185.0,212.0
design_5553,5553,12,19.37,15.13,28.0,0.0,15.68,18.0,,,,,-0.387,-27.913,170,94390,7,23,7.754,8.333,85.5856,67.5676,85.2941,83.8235,85.5856,True,26.0,41.0,131.0,128.0,300.0,326.0
design_5554,5554,20,38.95,27.68,69.04,0.0,7.7,30.6,,,,,-0.479,-132.291,422,344700,2,17,7.03,8.333,94.5946,81.982,91.9118,88.2353,94.5946,True,30.0,71.0,318.0,289.0,678.0,708.0
design_5555,5555,13,14.16,8.52,22.21,3.56,2.84,20.6,,,,,-2.449,-1423.39,1671,73861,18,18,10.295,8.333,71.1712,71.1712,85.2941,89.7059,89.7059,True,28.0,26.0,103.0,95.0,224.0,252.0
design_5556,5556,21,29.53,19.17,48.09,61.64,11.22,58.8,,,,,-4.989,-14573.924,10921,149929,19,20,12.722,8.333,66.6667,72.0721,82.3529,85.2941,85.2941,True,32.0,80.0,194.0,229.0,503.0,535.0
design_5557,5557,11,8.39,5.38,12.99,0.0,4.32,36.2,,,,,0.532,0.0,0,33952,0,11,7.032,8.333,,,,,,,26.0,24.0,43.0,68.0,135.0,161.0
design_5558,5558,19,25.04,15.08,39.56,3.56,2.57,71.4,,,,,-0.428,-21.884,122,138091,9,14,7.974,8.333,80.1802,63.0631,76.4706,85.2941,85.2941,True,29.0,34.0,154.0,159.0,347.0,376.0
design_5559,5559,3,2.15,1.17,3.49,0.27,0.0,20.8,,,,,-0.113,-0.113,1,12053,7,9,7.838,8.333,53.1532,37.8378,52.9412,51.4706,53.1532,False,27.0,11.0,24.0,60.0,95.0,122.0
design_5560,5560,22,53.05,38.93,81.86,0.0,13.92,25.6,,,,,-1.295,-173.571,1454,518054,10,13,9.592,8.333,96.3964,91.8919,95.5882,86.7647,96.3964,True,30.0,94.0,452.0,409.0,955.0,985.0
design_5561,5561,19,41.11,30.79,70.17,63.29,11.62,23.2,,,,,-1.03,-224.125,1448,351128,0,16,1.872,8.333,93.6937,88.2883,94.1176,86.0294,94.1176,True,30.0,78.0,314.0,227.0,619.0,649.0
design_5562,5562,20,62.88,27.32,85.46,7.67,9.05,28.4,,,,,-5.32,-75491.281,42607,180812,14,21,13.061,8.333,88.612,86.036,85.5296,85.679,88.612,True,37.0,88.0,341.0,3550.0,3979.0,4016.0
design_5563,5563,13,8.23,6.43,13.91,0.0,6.35,83.2,,,,,0.073,0.0,0,46926,6,16,7.327,8.333,,,,,,,28.0,35.0,44.0,80.0,159.0,187.0
design_5564,5564,5,2.67,2.36,4.8,1.1,3.65,48.0,,,,,1.242,0.0,0,15585,0,9,6.633,8.333,,,,,,,26.0,17.0,18.0,46.0,81.0,107.0
design_5565,5565,23,62.6,34.64,83.7,13.15,8.92,46.0,,,,,-47.698,-153559.906,62021,422514,181,170,55.547,8.333,99.0991,94.5946,97.0588,85.1103,99.0991,True,27.0,77.0,405.0,304.0,786.0,813.0
design_5566,5566,22,17.12,10.44,25.26,6.3,9.46,19.8,,,,,-20.459,-15253.518,5363,62814,11,21,26.964,8.333,63.964,64.8649,67.6471,63.2353,67.6471,False,34.0,38.0,104.0,78.0,220.0,254.0
design_5567,5567,13,10.63,6.74,16.34,1.64,1.35,50.6,,,,,-22.797,-2783.703,1112,45309,93,93,30.452,8.333,55.8559,56.7568,76.4706,69.1176,76.4706,False,31.0,27.0,63.0,78.0,168.0,199.0
design_5568,5568,14,12.6,7.23,20.56,0.0,0.54,47.2,,,,,-0.797,-61.903,196,53535,11,13,8.631,8.333,69.3694,57.6577,70.5882,79.4118,79.4118,False,30.0,20.0,84.0,145.0,249.0,279.0
design_5569,5569,13,23.57,18.18,44.12,0.0,8.78,83.2,,,,,-5.179,-4335.113,4003,189744,20,21,13.074,8.333,72.0721,62.1622,73.5294,79.4118,79.4118,False,31.0,58.0,196.0,136.0,390.0,421.0
design_5570,5570,11,8.1,5.68,14.3,3.84,1.35,24.6,,,,,0.432,0.0,0,47548,13,15,7.957,8.333,,,,,,,26.0,106.0,58.0,114.0,278.0,304.0
design_5571,5571,16,31.29,16.53,50.36,5.75,1.76,58.4,,,,,-4.957,-35920.227,26052,118434,18,23,12.896,8.333,72.973,81.982,91.1765,83.8235,91.1765,True,36.0,49.0,202.0,169.0,420.0,456.0
design_5572,5572,2,0.07,0.02,0.12,0.0,0.0,4.8,,,,,5.358,0.0,0,67,1,2,2.93,8.333,,,,,,,24.0,9.0,2.0,40.0,51.0,75.0
design_5573,5573,20,27.07,17.74,41.17,0.0,10.14,41.6,,,,,-6.644,-2922.717,2351,146473,22,23,14.257,8.333,86.4865,69.3694,89.7059,79.4118,89.7059,True,27.0,58.0,178.0,176.0,412.0,439.0
design_5574,5574,6,14.68,7.22,18.81,0.27,0.0,38.8,,,,,-1.392,-260.445,717,63543,10,18,9.467,8.333,95.4955,96.3964,90.2344,87.1323,96.3964,True,26.0,21.0,98.0,205.0,324.0,350.0
design_5575,5575,12,14.1,9.28,26.17,0.0,2.84,28.4,,,,,-1.74,-1501.167,2436,66310,12,13,9.471,8.333,78.3784,70.2703,80.8824,95.5882,95.5882,True,30.0,37.0,112.0,108.0,257.0,287.0
design_5576,5576,6,15.1,8.55,21.28,3.84,5.14,40.2,,,,,-1.091,-98.172,382,43640,10,14,8.647,8.333,79.2793,73.8739,92.6471,86.7647,92.6471,True,28.0,22.0,89.0,108.0,219.0,247.0
design_5577,5577,25,40.65,25.84,66.31,0.0,9.59,55.8,,,,,-6.117,-44950.625,29372,186566,22,23,14.027,8.333,72.973,81.982,85.2941,92.6471,92.6471,True,36.0,113.0,287.0,300.0,700.0,736.0
design_5578,5578,5,3.18,1.54,4.41,1.37,0.0,7.4,,,,,-2.074,-282.635,296,11284,16,19,10.373,8.333,61.2613,64.8649,79.4118,66.1765,79.4118,False,29.0,13.0,38.0,74.0,125.0,154.0
design_5579,5579,25,40.49,25.98,64.15,0.0,10.14,65.4,,,,,-183.247,-63580.805,14610,262661,620,20,190.971,8.333,84.6847,72.973,83.8235,89.7059,89.7059,True,30.0,75.0,289.0,329.0,693.0,723.0
design_5580,5580,8,23.81,16.87,39.17,83.84,14.86,13.4,,,,,-8.719,-24821.6,12474,147514,25,25,16.302,8.333,84.6847,72.973,92.6471,85.2941,92.6471,True,32.0,85.0,180.0,219.0,484.0,516.0
design_5581,5581,17,15.03,10.35,24.8,16.16,10.27,45.4,,,,,-0.298,-2.16,23,71947,7,16,7.816,8.333,63.0631,57.6577,67.6471,88.2353,88.2353,True,30.0,48.0,104.0,112.0,264.0,294.0
design_5582,5582,4,1.39,1.04,2.36,0.0,0.0,48.6,,,,,1.873,0.0,0,5095,6,12,6.382,8.333,,,,,,,27.0,12.0,13.0,50.0,75.0,102.0
design_5583,5583,28,52.88,31.17,82.22,23.01,22.03,55.4,,,,,-65.424,-213554.266,50967,219403,97,100,73.008,8.333,92.7928,81.0811,86.0294,88.2353,92.7928,True,35.0,83.0,327.0,426.0,836.0,871.0
design_5584,5584,7,3.43,1.88,5.7,1.37,0.0,24.2,,,,,-0.008,-0.016,2,12915,8,12,7.947,8.333,53.1532,46.8468,70.5882,51.4706,70.5882,False,26.0,11.0,31.0,76.0,118.0,144.0
design_5585,5585,15,31.45,21.44,53.44,14.52,6.22,42.6,,,,,-0.217,-9.261,192,226923,7,14,7.729,8.333,66.6667,74.7748,94.1176,94.1176,94.1176,True,27.0,47.0,217.0,214.0,478.0,505.0
design_5586,5586,16,41.46,26.32,64.08,0.0,5.54,61.4,,,,,-0.65,-97.321,929,298884,8,23,8.475,8.333,94.0315,87.0496,90.7169,90.9007,94.0315,True,27.0,65.0,295.0,730.0,1090.0,1117.0
design_5587,5587,19,16.07,10.04,26.3,6.3,6.76,24.6,,,,,0.247,0.0,0,60368,13,13,8.094,8.333,,,,,,,31.0,41.0,86.0,90.0,217.0,248.0
design_5588,5588,11,7.46,5.44,13.92,0.0,0.0,43.6,,,,,0.406,0.0,0,43514,6,22,7.085,8.333,,,,,,,30.0,14.0,45.0,65.0,124.0,154.0
design_5589,5589,30,73.66,45.02,99.46,22.19,11.35,54.8,,,,,-17.27,-397340.688,99416,310247,61,62,25.618,8.333,87.1622,87.8378,91.0846,87.4311,91.0846,True,48.0,99.0,445.0,1181.0,1725.0,1773.0
design_5590,5590,14,15.21,9.0,24.39,0.0,7.7,33.4,,,,,-102.064,-42147.211,2659,50020,334,16,109.676,8.333,63.0631,61.2613,67.6471,72.0588,72.0588,False,28.0,115.0,102.0,129.0,346.0,374.0
design_5591,5591,8,13.85,7.7,23.44,17.81,1.22,53.4,,,,,-1.29,-91.948,295,71043,7,15,9.018,8.333,68.4685,63.964,72.0588,85.2941,85.2941,True,30.0,26.0,88.0,111.0,225.0,255.0
design_5592,5592,29,35.55,20.67,57.14,0.0,7.3,55.4,,,,,-2.534,-20863.004,28287,142457,12,14,10.384,8.333,87.8378,85.1351,86.1213,91.5441,91.5441,True,39.0,54.0,294.0,338.0,686.0,725.0
design_5593,5593,6,17.46,11.94,33.1,0.0,8.78,4.8,,,,,-0.772,-20.208,94,89427,0,15,1.696,8.333,71.1712,69.3694,82.3529,88.2353,88.2353,True,28.0,31.0,116.0,118.0,265.0,293.0
design_5594,5594,5,4.25,2.34,6.64,0.0,0.14,16.8,,,,,0.882,0.0,0,25201,5,9,6.699,8.333,,,,,,,27.0,14.0,37.0,56.0,107.0,134.0
design_5595,5595,5,5.56,4.64,8.97,3.84,4.59,26.4,,,,,0.641,0.0,0,28130,0,12,7.11,8.333,,,,,,,26.0,101.0,34.0,62.0,197.0,223.0
design_5596,5596,11,16.93,13.03,24.44,9.86,16.08,78.6,,,,,-0.32,-1.901,14,88474,15,21,8.613,8.333,91.8919,79.2793,86.3051,85.2941,91.8919,True,27.0,31.0,119.0,194.0,344.0,371.0
design_5597,5597,4,2.97,1.97,4.42,0.0,2.16,7.0,,,,,1.687,0.0,0,9863,5,7,6.159,8.333,,,,,,,28.0,18.0,16.0,46.0,80.0,108.0
design_5598,5598,5,10.67,7.3,19.87,0.0,4.19,11.8,,,,,-0.755,-13.481,54,49073,12,24,9.001,8.333,72.0721,81.0811,89.7059,79.4118,89.7059,True,28.0,24.0,70.0,89.0,183.0,211.0
design_5599,5599,17,35.81,19.25,58.08,8.77,3.78,46.0,,,,,-4.01,-49271.484,39693,139279,15,16,11.601,8.333,98.1982,92.7928,87.5,86.6728,98.1982,True,33.0,49.0,223.0,299.0,571.0,604.0
design_5600,5600,14,10.07,6.01,14.23,6.3,4.05,12.6,,,,,-1.161,-176.046,444,40312,2,14,7.848,8.333,78.3784,74.7748,89.7059,79.4118,89.7059,True,28.0,28.0,68.0,92.0,188.0,216.0
design_5601,5601,26,59.08,40.25,85.1,43.01,5.0,92.8,,,,,-1.958,-21110.846,35948,549014,13,22,10.225,8.333,85.5856,90.991,88.9706,88.2103,90.991,True,30.0,104.0,465.0,818.0,1387.0,1417.0
design_5602,5602,19,8.71,4.34,11.69,0.0,0.0,25.4,,,,,0.201,0.0,0,27102,16,19,8.175,8.333,,,,,,,31.0,22.0,43.0,73.0,138.0,169.0
design_5603,5603,29,19.12,14.12,32.72,0.0,11.35,32.8,,,,,-26.135,-15813.823,6743,111784,54,56,33.738,8.333,56.7568,63.0631,61.7647,57.3529,63.0631,False,31.0,48.0,127.0,110.0,285.0,316.0
design_5604,5604,20,6.68,5.0,12.16,3.84,2.43,56.4,,,,,0.468,0.0,0,31451,0,12,7.112,8.333,,,,,,,30.0,26.0,35.0,67.0,128.0,158.0
design_5605,5605,25,40.22,28.69,62.56,0.0,16.62,32.6,,,,,-1.175,-2657.648,7670,307696,12,15,9.053,8.333,86.2613,85.5856,90.4412,85.2941,90.4412,True,31.0,79.0,315.0,335.0,729.0,760.0
design_5606,5606,12,16.65,11.67,29.11,53.7,7.43,21.8,,,,,-1.826,-6472.528,7608,98638,13,14,9.671,8.333,60.3604,70.2703,79.4118,80.8824,80.8824,False,29.0,75.0,119.0,154.0,348.0,377.0
design_5607,5607,26,11.52,7.34,17.72,0.0,6.49,20.8,,,,,-0.249,-0.249,1,40256,0,9,1.052,8.333,64.8649,67.5676,69.1176,67.6471,69.1176,False,32.0,36.0,58.0,70.0,164.0,196.0
design_5608,5608,4,5.79,4.53,10.84,13.15,4.32,58.6,,,,,0.628,0.0,0,29613,8,8,6.948,8.333,,,,,,,29.0,106.0,36.0,62.0,204.0,233.0
design_5609,5609,12,7.32,4.84,10.21,1.92,2.3,24.4,,,,,0.594,0.0,0,25484,0,11,7.009,8.333,,,,,,,28.0,17.0,30.0,54.0,101.0,129.0
design_5610,5610,7,5.32,3.45,9.44,3.29,6.08,29.6,,,,,0.207,0.0,0,23676,9,13,8.057,8.333,,,,,,,27.0,22.0,43.0,69.0,134.0,161.0
design_5611,5611,21,20.62,12.02,32.22,4.11,5.0,23.4,,,,,-10.126,-801.234,982,107075,28,28,18.294,8.333,64.8649,59.4595,70.5882,72.0588,72.0588,False,30.0,34.0,127.0,100.0,261.0,291.0
design_5612,5612,12,15.8,9.18,25.69,0.0,1.62,26.8,,,,,-1.49,-732.328,1521,62605,13,16,9.28,8.333,54.955,80.1802,83.8235,73.5294,83.8235,False,31.0,33.0,104.0,144.0,281.0,312.0
design_5613,5613,17,16.26,9.85,26.28,0.0,2.16,39.0,,,,,-1.221,-126.914,370,57920,12,13,9.101,8.333,63.0631,58.5586,69.1176,76.4706,76.4706,False,35.0,39.0,109.0,116.0,264.0,299.0
design_5614,5614,3,2.86,1.93,5.14,0.82,0.0,4.4,,,,,-0.125,-0.314,4,13226,0,10,0.929,8.333,49.5495,37.8378,39.7059,35.2941,49.5495,False,26.0,17.0,28.0,50.0,95.0,121.0
design_5615,5615,12,20.29,13.64,33.3,0.0,6.76,24.0,,,,,-2.631,-5014.261,6365,86125,14,16,10.369,8.333,63.0631,75.6757,86.7647,83.8235,86.7647,True,30.0,42.0,140.0,137.0,319.0,349.0
design_5616,5616,26,26.98,15.99,41.53,0.0,12.3,50.4,,,,,-2.137,-670.654,1333,104232,13,15,10.034,8.333,62.1622,82.8829,79.4118,85.2941,85.2941,True,32.0,49.0,164.0,158.0,371.0,403.0
design_5617,5617,4,1.1,0.66,1.8,0.82,0.14,36.4,,,,,0.788,0.0,0,3252,7,17,7.527,8.333,,,,,,,26.0,11.0,12.0,47.0,70.0,96.0
design_5618,5618,4,6.77,3.3,9.76,0.55,0.0,13.6,,,,,0.148,0.0,0,23181,7,9,7.975,8.333,,,,,,,28.0,21.0,55.0,79.0,155.0,183.0
design_5619,5619,25,55.12,37.55,82.74,45.21,12.16,26.4,,,,,-0.893,-79.094,681,498894,6,14,9.034,8.333,92.7928,88.7387,88.6949,91.1765,92.7928,True,29.0,108.0,433.0,549.0,1090.0,1119.0
design_5620,5620,26,32.8,19.86,49.81,0.0,3.38,57.8,,,,,-151.608,-53782.742,11191,170269,491,26,159.462,8.333,82.8829,68.4685,97.0588,80.8824,97.0588,True,30.0,57.0,209.0,188.0,454.0,484.0
design_5621,5621,14,13.82,7.33,21.72,0.0,6.89,38.8,,,,,-0.844,-6.891,30,52392,0,18,1.758,8.333,63.964,61.2613,77.9412,86.7647,86.7647,True,35.0,31.0,97.0,90.0,218.0,253.0
design_5622,5622,16,31.87,17.94,45.54,4.38,2.57,29.4,,,,,-1.079,-341.567,1233,222750,13,14,9.343,8.333,90.991,82.8829,92.6471,91.1765,92.6471,True,30.0,64.0,224.0,230.0,518.0,548.0
design_5623,5623,11,10.58,7.49,18.96,2.74,12.84,44.4,,,,,0.224,0.0,0,65666,6,17,7.9,8.333,,,,,,,27.0,27.0,70.0,82.0,179.0,206.0
design_5624,5624,6,2.1,1.3,3.68,0.0,0.27,19.0,,,,,0.242,0.0,0,8975,9,13,7.454,8.333,,,,,,,29.0,12.0,16.0,56.0,84.0,113.0
design_5625,5625,26,43.02,27.07,65.11,0.0,9.46,35.6,,,,,-0.926,-16.455,47,251491,6,14,9.189,8.333,86.4865,83.7838,88.2353,87.1324,88.2353,True,34.0,75.0,288.0,447.0,810.0,844.0
design_5626,5626,22,24.99,13.54,36.67,0.0,7.43,49.0,,,,,-4.262,-12220.391,8664,97089,16,17,11.907,8.333,68.4685,69.3694,69.1176,80.8824,80.8824,False,38.0,40.0,185.0,169.0,394.0,432.0
design_5627,5627,14,37.2,25.87,62.16,49.86,7.57,37.0,,,,,-1.214,-1332.321,3572,274899,7,21,8.934,8.333,75.6757,78.3784,91.1765,97.0588,97.0588,True,30.0,68.0,267.0,298.0,633.0,663.0
design_5628,5628,17,9.55,6.13,16.84,89.32,2.7,52.0,,,,,-0.061,-0.079,2,62029,0,18,0.864,8.333,62.1622,66.6667,77.9412,82.3529,82.3529,False,31.0,48.0,89.0,163.0,300.0,331.0
design_5629,5629,5,15.5,12.86,21.81,7.67,14.59,13.4,,,,,0.526,0.0,0,79921,1,16,7.361,8.333,,,,,,,26.0,116.0,80.0,466.0,662.0,688.0
design_5630,5630,28,45.33,31.03,71.59,45.75,21.08,70.0,,,,,-1.039,-1552.256,5586,259441,13,15,8.926,8.333,85.6419,83.7838,86.0294,92.6471,92.6471,True,31.0,88.0,287.0,610.0,985.0,1016.0
design_5631,5631,16,48.46,25.4,74.96,0.0,9.86,7.0,,,,,-4.232,-32815.07,24729,185565,15,19,11.601,8.333,90.0901,82.8829,98.5294,94.761,98.5294,True,38.0,90.0,315.0,297.0,702.0,740.0
design_5632,5632,16,14.89,10.42,24.61,0.0,7.7,31.2,,,,,-1.605,-169.227,333,68093,10,16,9.113,8.333,68.4685,81.0811,82.3529,82.3529,82.3529,False,29.0,33.0,99.0,112.0,244.0,273.0
design_5633,5633,15,11.74,6.53,15.29,0.82,1.76,54.8,,,,,-1.587,-938.925,1849,41239,8,25,9.324,8.333,70.2703,62.1622,67.6471,73.5294,73.5294,False,33.0,24.0,67.0,92.0,183.0,216.0
design_5634,5634,24,9.67,6.28,16.23,4.11,7.03,41.6,,,,,0.789,0.0,0,46521,13,13,7.596,8.333,,,,,,,30.0,32.0,51.0,71.0,154.0,184.0
design_5635,5635,7,3.33,1.83,6.13,0.0,0.14,38.4,,,,,0.301,0.0,0,13367,0,10,7.05,8.333,,,,,,,28.0,98.0,45.0,55.0,198.0,226.0
design_5636,5636,19,57.68,34.49,82.63,15.34,9.19,57.2,,,,,-0.718,-1205.955,7591,449195,1,13,8.495,8.333,89.5974,92.5113,92.4173,92.2219,92.5113,True,29.0,92.0,435.0,16618.0,17145.0,17174.0
design_5637,5637,19,20.16,14.49,35.33,6.3,7.97,25.6,,,,,-8.857,-4271.757,2746,133244,18,19,16.765,8.333,54.0541,51.3514,72.0588,66.1765,72.0588,False,28.0,46.0,145.0,98.0,289.0,317.0
design_5638,5638,8,8.19,5.38,13.49,5.21,2.97,21.0,,,,,-1.043,-35.979,83,35154,13,16,8.529,8.333,77.4775,56.7568,82.3529,94.1176,94.1176,True,29.0,25.0,62.0,85.0,172.0,201.0
design_5639,5639,12,12.65,7.24,18.13,2.19,6.49,84.2,,,,,-129.366,-11028.347,2677,42055,386,26,137.673,8.333,60.3604,71.1712,67.6471,67.6471,71.1712,False,27.0,24.0,85.0,105.0,214.0,241.0
design_5640,5640,2,5.75,3.19,10.65,1.92,1.89,3.6,,,,,-1.871,-85.365,121,22175,15,16,9.804,8.333,69.3694,71.1712,73.5294,79.4118,79.4118,False,27.0,17.0,61.0,87.0,165.0,192.0
design_5641,5641,28,39.74,24.38,58.7,14.25,6.22,40.8,,,,,-65.072,-14000.789,8205,241593,105,100,73.328,8.333,81.982,68.4685,82.3529,91.1765,91.1765,True,31.0,64.0,258.0,270.0,592.0,623.0
design_5642,5642,14,16.36,12.79,24.44,8.22,17.57,15.6,,,,,0.216,0.0,0,89956,0,13,6.939,8.333,,,,,,,31.0,40.0,99.0,113.0,252.0,283.0
design_5643,5643,3,1.88,1.88,3.54,0.0,1.62,35.0,,,,,0.819,0.0,0,12797,7,7,7.513,8.333,,,,,,,26.0,17.0,20.0,55.0,92.0,118.0
design_5644,5644,8,13.76,11.39,24.04,0.0,9.46,6.8,,,,,-17.54,-23792.947,8165,79064,37,37,25.919,8.333,62.1622,56.7568,69.1176,64.7059,69.1176,False,28.0,39.0,97.0,102.0,238.0,266.0
design_5645,5645,12,36.12,27.67,53.19,19.45,11.08,20.0,,,,,-0.445,-5.521,45,325213,9,13,8.71,8.333,86.7117,91.8919,97.0588,87.1324,97.0588,True,30.0,75.0,276.0,512.0,863.0,893.0
design_5646,5646,21,22.78,14.1,35.99,0.0,5.68,10.8,,,,,-1.943,-150.546,230,134116,10,14,10.118,8.333,70.2703,71.1712,92.6471,95.5882,95.5882,True,28.0,40.0,166.0,136.0,342.0,370.0
design_5647,5647,12,10.7,6.16,16.21,0.0,2.43,28.4,,,,,-0.61,-13.614,54,34279,0,10,2.638,8.333,65.7658,55.8559,69.1176,64.7059,69.1176,False,28.0,29.0,57.0,75.0,161.0,189.0
design_5648,5648,24,73.37,50.45,97.67,35.34,15.95,26.8,,,,,-1.65,-683.559,2498,613752,13,24,9.83,8.333,89.8262,88.7529,90.1655,86.4142,90.1655,True,29.0,110.0,627.0,2956.0,3693.0,3722.0
design_5649,5649,10,18.82,10.62,26.78,4.66,5.54,32.4,,,,,-0.162,-2.876,45,89993,10,14,8.418,8.333,80.1802,81.982,86.7647,85.2941,86.7647,True,26.0,30.0,129.0,133.0,292.0,318.0
design_5650,5650,19,36.98,24.07,60.24,0.0,17.57,56.6,,,,,-18.101,-13433.761,8287,195679,38,38,26.296,8.333,80.1802,68.4685,85.2941,88.2353,88.2353,True,28.0,55.0,238.0,163.0,456.0,484.0
design_5651,5651,24,37.82,22.52,57.9,13.42,17.03,42.6,,,,,-152.522,-31698.91,8808,183068,451,91,159.97,8.333,83.7838,81.0811,83.8235,83.8235,83.8235,False,34.0,61.0,233.0,268.0,562.0,596.0
design_5652,5652,7,2.97,2.15,5.74,0.0,0.0,5.0,,,,,0.464,0.0,0,14940,7,13,7.133,8.333,,,,,,,28.0,14.0,18.0,50.0,82.0,110.0
design_5653,5653,13,19.59,16.23,32.38,12.6,18.11,65.4,,,,,-0.653,-44.513,218,106591,10,16,8.918,8.333,97.2973,85.5856,89.7059,95.5882,97.2973,True,27.0,40.0,152.0,175.0,367.0,394.0
design_5654,5654,11,6.26,4.35,11.45,3.56,2.16,15.6,,,,,-0.461,-13.167,41,22730,0,16,8.089,8.333,60.3604,61.2613,60.2941,57.3529,61.2613,False,28.0,106.0,38.0,62.0,206.0,234.0
design_5655,5655,20,21.75,16.75,37.09,0.0,7.03,28.4,,,,,-0.335,-38.514,416,195545,0,10,1.134,8.333,87.5563,83.7838,86.0294,86.6728,87.5563,True,26.0,45.0,178.0,273.0,496.0,522.0
design_5656,5656,6,7.01,4.2,11.48,0.0,2.16,24.4,,,,,0.169,0.0,0,28711,11,11,7.63,8.333,,,,,,,27.0,22.0,46.0,66.0,134.0,161.0
design_5657,5657,30,50.6,29.8,78.42,0.0,7.84,41.2,,,,,-7.588,-122122.453,55917,200386,22,22,15.498,8.333,94.5946,96.3964,89.3382,91.2224,96.3964,True,40.0,85.0,296.0,340.0,721.0,761.0
design_5658,5658,16,21.66,15.7,31.74,0.0,9.05,67.0,,,,,-0.25,-2.679,61,105709,0,33,1.053,8.333,79.2793,79.2793,88.2353,86.7647,88.2353,True,29.0,46.0,150.0,118.0,314.0,343.0
design_5659,5659,15,9.09,5.82,14.28,2.74,6.49,65.6,,,,,-0.249,-3.674,36,43191,0,16,1.027,8.333,56.7568,58.5586,67.6471,67.6471,67.6471,False,29.0,25.0,62.0,82.0,169.0,198.0
design_5660,5660,19,7.47,5.62,12.14,0.0,5.0,45.4,,,,,0.177,0.0,0,31433,46,47,8.115,8.333,,,,,,,28.0,31.0,51.0,73.0,155.0,183.0
design_5661,5661,10,37.55,25.71,52.31,0.0,0.95,35.0,,,,,-1.754,-8281.927,16695,329106,9,28,9.593,8.333,86.9369,85.0225,92.5781,87.5,92.5781,True,28.0,52.0,301.0,446.0,799.0,827.0
design_5662,5662,9,4.22,2.53,6.97,0.55,0.0,35.6,,,,,-0.03,-0.03,1,14161,10,13,7.977,8.333,61.2613,58.5586,47.0588,61.7647,61.7647,False,25.0,15.0,39.0,63.0,117.0,142.0
